book,index,sentence,flesch,syllables,words,sentence_clean
Book1,3424,he must have had to bunny hop all the way up to gryffindor tower ,8.37,18,8,must had bunny hop all way gryffindor tower
Book1,3425,everyone fell over laughing except hermione who leapt up and performed the countercurse ,-139.68,32,8,everyone fell laughing except hermione leapt performed countercurse
Book1,3426,neville legs sprang apart and he got to his feet trembling ,-23.36,21,8,neville legs sprang apart he got feet trembling
Book1,3427, what happened hermione asked him leading him over to sit with harry and ron ,-55.08,24,8,happened hermione asked leading to sit harry ron
Book1,3428, malfoy said neville shakily ,-72.17,13,4,malfoy said neville shakily
Book1,3429, met him outside the library ,-78.21,10,3,met outside library
Book1,3430,he said he been looking for someone to practice that on go to professor mcgonagall hermione urged neville ,-91.39,47,14,said been looking for someone to practice that go professor mcgonagall hermione urged neville
Book1,3431, report him neville shook his head ,-72.17,13,4,report neville shook head
Book1,3432, don want more trouble he mumbled ,-29.87,11,4,want trouble he mumbled
Book1,3433, you ve got to stand up to him neville said ron ,-10.75,15,6,got to stand neville said ron
Book1,3434, he used to walking all over people but that no reason to lie down in front of him and make it easier there no need to tell me m not brave enough to be in gryffindor malfoy already done that neville choked out ,-66.63,68,23,used to walking people that reason lie front make it easier need tell m brave enough to gryffindor malfoy already done neville choked
Book1,3435,harry felt in the pocket of his robes and pulled out chocolate frog the very last one from the box hermione had given him for christmas ,-42.05,44,16,harry felt pocket robes pulled chocolate frog the last one box hermione given him for christmas
Book1,3436,he gave it to neville who looked as though he might cry ,-23.36,21,8,gave it neville looked as though might cry
Book1,3437, you re worth twelve of malfoy harry said ,-24.85,16,6,you worth twelve malfoy harry said
Book1,3438, the sorting hat chose you for gryffindor didn it ,-18.2,13,5,the sorting hat chose gryffindor
Book1,3439,and where malfoy ,-21.81,8,3,and where malfoy
Book1,3440,in stinking slytherin neville lips twitched in weak smile as he unwrapped the frog ,-48.65,29,10,stinking slytherin neville lips twitched weak smile as unwrapped frog
Book1,3441, thanks harry ,35.61,4,2,thanks harry
Book1,3442,i think ll go to bed ,34.59,6,3,think go bed
Book1,3443, you want the card you collect them don you as neville walked away harry looked at the famous wizard card ,-47.14,37,13,you want card collect neville walked away harry looked at famous wizard card
Book1,3444, dumbledore again he said he was the first one ever he gasped ,-54.07,21,7,dumbledore said was first one ever gasped
Book1,3445,he stared at the back of the card ,12.43,9,4,stared back the card
Book1,3446,then he looked up at ron and hermione ,-106.41,11,3,looked ron hermione
Book1,3447, ve found him he whispered ,-91.29,7,2,found whispered
Book1,3448, ve found flamel ,-48.99,6,2,found flamel
Book1,3449,i told you d read the name somewhere before read it on the train coming here listen to this dumbledore is particularly famous for his defeat of the dark wizard grindelwald in for the discovery of the twelve uses of dragon blood and his work on alchemy with his partner nicolas flamel hermione jumped to her feet ,-88.2,110,36,told read the name somewhere read train coming listen to dumbledore particularly famous for his defeat dark wizard grindelwald the discovery twelve uses of dragon blood and work alchemy partner nicolas flamel hermione jumped her feet
Book1,3450,she hadn looked so excited since they gotten back the marks for their very first piece of homework ,-65.5,28,9,looked excited since gotten back marks first piece homework
Book1,3451, stay there she said and she sprinted up the stairs to the girls dormitories ,-54.07,21,7,stay said she sprinted stairs girls dormitories
Book1,3452,harry and ron barely had time to exchange mystified looks before she was dashing back an enormous old book in her arms ,-45.27,42,15,harry ron barely had time exchange mystified looks dashing back an enormous old book arms
Book1,3453, never thought to look in here she whispered excitedly ,-67.15,19,6,never thought look she whispered excitedly
Book1,3454, got this out of the library weeks ago for bit of light reading light said ron but hermione told him to be quiet until she looked something up and started flicking frantically through the pages muttering to herself ,-65.57,73,25,got library weeks ago bit light reading light said ron hermione told be quiet she looked something and started flicking frantically through the pages muttering
Book1,3455,at last she found what she was looking for ,-18.2,13,5,at last found she looking
Book1,3456, knew it ,36.62,2,1,knew
Book1,3457,i knew it are we allowed to speak yet said ron grumpily ,-27.9,24,9,i knew are allowed speak yet said ron grumpily
Book1,3458,hermione ignored him ,-175.89,9,2,hermione ignored
Book1,3459, nicolas flamel she whispered dramatically is the only known maker of the sorcerer stone this didn have quite the effect she expected ,-94.39,41,12,nicolas flamel whispered dramatically known maker of sorcerer stone quite effect expected
Book1,3460, the what said harry and ron ,6.39,7,3,said harry ron
Book1,3461, oh honestly don you two read ,-8.72,10,4,oh honestly two read
Book1,3462,look read that there she pushed the book toward them and harry and ron read the ancient study of alchemy is concerned with making the sorcerer stone legendary substance with astonishing powers ,-70.31,69,23,look read pushed the book toward them harry ron read ancient study alchemy concerned with making the sorcerer stone legendary substance astonishing powers
Book1,3463,the stone will transform any metal into pure gold ,-17.81,18,7,the stone transform any metal pure gold
Book1,3464,it also produces the elixir of life which will make the drinker immortal ,-90.33,24,7,also produces elixir life make drinker immortal
Book1,3465,there have been many reports of the sorcerer stone over the centuries but the only stone currently in existence belongs to mr nicolas flamel the noted alchemist and opera lover ,-73.14,67,22,there have many reports sorcerer stone centuries only stone currently in existence belongs to mr nicolas flamel the noted alchemist opera lover
Book1,3466,mr flamel who celebrated his six hundred and sixty fifth birthday last year enjoys quiet life in devon with his wife perenelle six hundred and fifty eight ,-52.17,59,21,mr flamel celebrated six hundred sixty fifth birthday last year enjoys quiet life devon his wife perenelle six hundred fifty eight
Book1,3467, see said hermione when harry and ron had finished ,-54.07,21,7,see said hermione when harry ron finished
Book1,3468, the dog must be guarding flamel sorcerer stone ,-53.05,18,6,dog must guarding flamel sorcerer stone
Book1,3469,i bet he asked dumbledore to keep it safe for him because they re friends and he knew someone was after it that why he wanted the stone moved out of gringotts stone that makes gold and stops you from ever dying said harry ,-57.26,78,28,i bet asked dumbledore keep safe for him because friends and knew someone after it wanted stone moved gringotts stone that makes gold stops ever dying said harry
